state,date,ML,Low_90,High_90,Low_50,High_50
AC,2020-04-09,3.0,1.01,6.99,2.04,4.45
AC,2020-04-10,2.5100000000000002,1.01,4.63,1.84,3.36
AC,2020-04-11,2.2800000000000002,0.97,3.99,1.78,3.0500000000000003
AC,2020-04-12,2.25,1.0,3.73,1.76,2.9
AC,2020-04-13,2.19,1.0,3.5,1.73,2.77
AC,2020-04-14,2.12,1.01,3.33,1.69,2.65
AC,2020-04-15,2.05,0.98,3.15,1.67,2.57
AC,2020-04-16,2.04,1.06,3.12,1.68,2.5300000000000002
AC,2020-04-17,2.0,1.07,3.02,1.6400000000000001,2.44
AC,2020-04-18,1.9100000000000001,1.0,2.85,1.57,2.33
AC,2020-04-19,1.83,0.98,2.7600000000000002,1.51,2.24
AC,2020-04-20,1.72,0.9,2.62,1.44,2.15
AC,2020-04-21,1.6400000000000001,0.81,2.48,1.35,2.04
AC,2020-04-22,1.53,0.73,2.37,1.26,1.94
AC,2020-04-23,1.51,0.74,2.36,1.18,1.84
AC,2020-04-24,1.42,0.63,2.22,1.16,1.82
AC,2020-04-25,1.48,0.71,2.2800000000000002,1.22,1.87
AC,2020-04-26,1.55,0.8,2.34,1.26,1.8900000000000001
AC,2020-04-27,1.8,1.08,2.57,1.52,2.13
AC,2020-04-28,1.86,1.16,2.58,1.6300000000000001,2.22
AC,2020-04-29,1.92,1.24,2.59,1.7,2.2600000000000002
AC,2020-04-30,1.8900000000000001,1.25,2.54,1.6500000000000001,2.18
AC,2020-05-01,1.8800000000000001,1.29,2.5300000000000002,1.6600000000000001,2.17
AL,2020-04-11,3.0,1.01,6.99,2.04,4.45
AL,2020-04-12,2.46,0.99,4.51,1.83,3.31
AL,2020-04-13,2.64,1.2,4.3,2.06,3.36
AL,2020-04-14,2.62,1.35,4.05,2.08,3.2
AL,2020-04-15,2.6,1.42,3.8000000000000003,2.19,3.18
AL,2020-04-16,2.4,1.35,3.47,2.0300000000000002,2.91
AL,2020-04-17,2.44,1.5,3.44,2.09,2.89
AL,2020-04-18,2.31,1.45,3.23,1.98,2.71
AL,2020-04-19,2.45,1.6400000000000001,3.2800000000000002,2.17,2.85
AL,2020-04-20,2.54,1.78,3.2800000000000002,2.27,2.89
AL,2020-04-21,2.6,1.9100000000000001,3.2800000000000002,2.37,2.94
AL,2020-04-22,2.45,1.85,3.12,2.22,2.74
AL,2020-04-23,2.34,1.76,2.94,2.14,2.63
AL,2020-04-24,2.29,1.75,2.86,2.1,2.56
AL,2020-04-25,2.3000000000000003,1.8,2.85,2.11,2.54
AL,2020-04-26,2.08,1.59,2.58,1.9100000000000001,2.32
AL,2020-04-27,2.0300000000000002,1.56,2.5100000000000002,1.85,2.24
AL,2020-04-28,1.83,1.4000000000000001,2.32,1.68,2.06
AL,2020-04-29,1.69,1.27,2.17,1.54,1.9100000000000001
AL,2020-04-30,1.6,1.18,2.06,1.44,1.8
AL,2020-05-01,1.55,1.1300000000000001,1.99,1.41,1.77
AM,2020-03-20,3.0,1.01,6.99,2.04,4.45
AM,2020-03-21,2.66,1.1,4.75,2.0100000000000002,3.5500000000000003
AM,2020-03-22,2.46,1.08,4.08,1.92,3.18
AM,2020-03-23,2.42,1.18,3.84,1.95,3.06
AM,2020-03-24,2.5,1.36,3.77,2.08,3.08
AM,2020-03-25,2.47,1.43,3.6,2.1,3.0
AM,2020-03-26,2.2800000000000002,1.34,3.31,1.92,2.73
AM,2020-03-27,2.14,1.27,3.1,1.8,2.5500000000000003
AM,2020-03-28,2.06,1.23,2.95,1.77,2.48
AM,2020-03-29,1.98,1.19,2.82,1.69,2.36
AM,2020-03-30,1.9100000000000001,1.1500000000000001,2.71,1.62,2.2600000000000002
AM,2020-03-31,1.9000000000000001,1.18,2.68,1.6500000000000001,2.27
AM,2020-04-01,2.05,1.36,2.79,1.81,2.4
AM,2020-04-02,2.23,1.59,2.94,1.95,2.5
AM,2020-04-03,2.36,1.73,2.98,2.15,2.67
AM,2020-04-04,2.56,2.0100000000000002,3.17,2.37,2.85
AM,2020-04-05,2.43,1.92,2.99,2.25,2.69
AM,2020-04-06,2.23,1.74,2.74,2.04,2.45
AM,2020-04-07,1.96,1.49,2.45,1.81,2.21
AM,2020-04-08,1.81,1.35,2.2800000000000002,1.6600000000000001,2.05
AM,2020-04-09,1.52,1.09,2.0100000000000002,1.37,1.75
AM,2020-04-10,1.44,1.0,1.9100000000000001,1.3,1.68
AM,2020-04-11,1.25,0.79,1.69,1.08,1.45
AM,2020-04-12,1.27,0.8300000000000001,1.73,1.1,1.47
AM,2020-04-13,1.1500000000000001,0.72,1.62,0.99,1.36
AM,2020-04-14,1.1400000000000001,0.71,1.61,0.98,1.35
AM,2020-04-15,1.16,0.72,1.61,1.01,1.3800000000000001
AM,2020-04-16,1.1400000000000001,0.71,1.6,0.99,1.36
AM,2020-04-17,1.01,0.59,1.48,0.87,1.24
AM,2020-04-18,1.1500000000000001,0.73,1.62,1.01,1.3800000000000001
AM,2020-04-19,1.42,1.0,1.87,1.27,1.6300000000000001
AM,2020-04-20,1.74,1.34,2.18,1.61,1.96
AM,2020-04-21,2.0,1.62,2.41,1.8800000000000001,2.21
AM,2020-04-22,1.98,1.6,2.34,1.86,2.17
AM,2020-04-23,1.76,1.4000000000000001,2.11,1.6500000000000001,1.95
AM,2020-04-24,1.68,1.33,2.02,1.57,1.86
AM,2020-04-25,1.6400000000000001,1.32,2.0,1.52,1.8
AM,2020-04-26,1.57,1.26,1.92,1.45,1.72
AM,2020-04-27,1.51,1.19,1.83,1.41,1.68
AM,2020-04-28,1.35,1.03,1.6600000000000001,1.23,1.49
AM,2020-04-29,1.36,1.07,1.7,1.26,1.52
AM,2020-04-30,1.3,1.01,1.6300000000000001,1.21,1.47
AM,2020-05-01,1.44,1.1300000000000001,1.73,1.33,1.58
AP,2020-04-04,3.0,1.01,6.99,2.04,4.45
AP,2020-04-05,2.68,1.19,4.47,2.06,3.44
AP,2020-04-06,3.09,1.79,4.51,2.6,3.73
AP,2020-04-07,2.89,1.81,4.01,2.49,3.4
AP,2020-04-08,2.73,1.83,3.71,2.37,3.14
AP,2020-04-09,2.41,1.6,3.2600000000000002,2.08,2.7600000000000002
AP,2020-04-10,2.32,1.59,3.11,2.07,2.7
AP,2020-04-11,2.11,1.43,2.85,1.84,2.42
AP,2020-04-12,1.86,1.2,2.5500000000000003,1.6400000000000001,2.2
AP,2020-04-13,1.54,0.91,2.23,1.29,1.83
AP,2020-04-14,1.45,0.8200000000000001,2.13,1.23,1.77
AP,2020-04-15,1.2,0.5700000000000001,1.8800000000000001,0.98,1.52
AP,2020-04-16,1.07,0.43,1.75,0.8,1.34
AP,2020-04-17,0.96,0.29,1.61,0.71,1.26
AP,2020-04-18,0.9400000000000001,0.28,1.62,0.6900000000000001,1.25
AP,2020-04-19,0.9500000000000001,0.29,1.6500000000000001,0.7000000000000001,1.27
AP,2020-04-20,1.23,0.56,1.95,0.98,1.55
AP,2020-04-21,1.45,0.78,2.13,1.23,1.79
AP,2020-04-22,1.83,1.2,2.49,1.59,2.12
AP,2020-04-23,1.81,1.22,2.44,1.58,2.08
AP,2020-04-24,1.85,1.28,2.44,1.6500000000000001,2.13
AP,2020-04-25,1.84,1.3,2.41,1.6600000000000001,2.12
AP,2020-04-26,1.69,1.17,2.24,1.5,1.94
AP,2020-04-27,1.51,1.01,2.06,1.32,1.75
AP,2020-04-28,1.34,0.85,1.8900000000000001,1.17,1.6
AP,2020-04-29,1.17,0.68,1.72,1.0,1.43
AP,2020-04-30,1.12,0.61,1.6500000000000001,0.9400000000000001,1.37
AP,2020-05-01,0.92,0.4,1.45,0.7000000000000001,1.1300000000000001
BA,2020-03-18,3.0,1.01,6.99,2.04,4.45
BA,2020-03-19,2.66,1.1,4.75,2.0100000000000002,3.5500000000000003
BA,2020-03-20,2.46,1.08,4.08,1.92,3.18
BA,2020-03-21,2.32,1.08,3.71,1.86,2.96
BA,2020-03-22,2.2800000000000002,1.11,3.5,1.81,2.8000000000000003
BA,2020-03-23,2.15,1.09,3.2800000000000002,1.77,2.68
BA,2020-03-24,1.99,0.99,3.0300000000000002,1.6,2.44
BA,2020-03-25,2.0100000000000002,1.08,3.02,1.67,2.47
BA,2020-03-26,1.9100000000000001,1.02,2.86,1.6,2.36
BA,2020-03-27,1.95,1.11,2.87,1.62,2.34
BA,2020-03-28,1.95,1.12,2.79,1.6600000000000001,2.35
BA,2020-03-29,1.86,1.08,2.68,1.58,2.24
BA,2020-03-30,1.81,1.06,2.6,1.5,2.13
BA,2020-03-31,1.82,1.11,2.6,1.55,2.16
BA,2020-04-01,1.86,1.17,2.6,1.62,2.21
BA,2020-04-02,1.84,1.1500000000000001,2.52,1.62,2.19
BA,2020-04-03,1.69,1.04,2.37,1.47,2.02
BA,2020-04-04,1.6600000000000001,1.04,2.34,1.4000000000000001,1.93
BA,2020-04-05,1.61,1.01,2.2800000000000002,1.3800000000000001,1.9000000000000001
BA,2020-04-06,1.54,0.9400000000000001,2.18,1.32,1.83
BA,2020-04-07,1.45,0.86,2.08,1.22,1.72
BA,2020-04-08,1.34,0.76,1.97,1.1400000000000001,1.6400000000000001
BA,2020-04-09,1.24,0.65,1.85,1.05,1.55
BA,2020-04-10,1.1500000000000001,0.55,1.75,0.9500000000000001,1.45
BA,2020-04-11,1.3,0.72,1.92,1.06,1.55
BA,2020-04-12,1.41,0.84,2.02,1.22,1.71
BA,2020-04-13,1.53,0.97,2.12,1.3,1.77
BA,2020-04-14,1.7,1.17,2.2800000000000002,1.52,1.98
BA,2020-04-15,1.68,1.17,2.24,1.5,1.94
BA,2020-04-16,1.76,1.27,2.3000000000000003,1.56,1.98
BA,2020-04-17,1.73,1.25,2.24,1.56,1.97
BA,2020-04-18,1.69,1.23,2.19,1.54,1.94
BA,2020-04-19,1.71,1.26,2.19,1.53,1.9100000000000001
BA,2020-04-20,1.6,1.16,2.06,1.43,1.8
BA,2020-04-21,1.55,1.12,2.0,1.37,1.73
BA,2020-04-22,1.47,1.06,1.93,1.33,1.69
BA,2020-04-23,1.32,0.92,1.78,1.16,1.51
BA,2020-04-24,1.37,0.97,1.82,1.23,1.58
BA,2020-04-25,1.21,0.81,1.6500000000000001,1.08,1.43
BA,2020-04-26,1.17,0.78,1.62,1.04,1.3900000000000001
BA,2020-04-27,1.27,0.87,1.7,1.11,1.45
BA,2020-04-28,1.22,0.8300000000000001,1.6500000000000001,1.09,1.43
BA,2020-04-29,1.29,0.9,1.71,1.17,1.51
BA,2020-04-30,1.33,0.9500000000000001,1.75,1.19,1.52
BA,2020-05-01,1.37,0.98,1.76,1.22,1.54
CE,2020-03-16,3.0,1.01,6.99,2.04,4.45
CE,2020-03-17,2.6,1.17,4.33,2.0100000000000002,3.34
CE,2020-03-18,2.77,1.51,4.1,2.31,3.39
CE,2020-03-19,2.7,1.67,3.83,2.3000000000000003,3.19
CE,2020-03-20,2.42,1.52,3.38,2.1,2.87
CE,2020-03-21,2.23,1.43,3.11,1.93,2.62
CE,2020-03-22,2.09,1.33,2.88,1.82,2.46
CE,2020-03-23,1.97,1.25,2.71,1.7,2.3000000000000003
CE,2020-03-24,1.87,1.17,2.56,1.58,2.15
CE,2020-03-25,1.6400000000000001,0.99,2.34,1.42,1.98
CE,2020-03-26,1.54,0.88,2.2,1.33,1.8800000000000001
CE,2020-03-27,1.3800000000000001,0.75,2.06,1.1500000000000001,1.69
CE,2020-03-28,1.32,0.68,1.98,1.11,1.6500000000000001
CE,2020-03-29,1.49,0.87,2.16,1.27,1.8
CE,2020-03-30,1.6500000000000001,1.02,2.27,1.44,1.96
CE,2020-03-31,1.79,1.21,2.42,1.59,2.09
CE,2020-04-01,2.12,1.56,2.7,1.92,2.39
CE,2020-04-02,2.14,1.6300000000000001,2.7,1.95,2.39
CE,2020-04-03,2.16,1.68,2.69,2.0,2.42
CE,2020-04-04,2.19,1.74,2.69,2.02,2.41
CE,2020-04-05,1.92,1.48,2.38,1.75,2.12
CE,2020-04-06,1.69,1.28,2.16,1.53,1.8900000000000001
CE,2020-04-07,1.41,1.0,1.87,1.27,1.6300000000000001
CE,2020-04-08,1.19,0.78,1.6500000000000001,1.05,1.41
CE,2020-04-09,1.1400000000000001,0.71,1.58,0.99,1.35
CE,2020-04-10,0.98,0.56,1.44,0.8200000000000001,1.18
CE,2020-04-11,1.16,0.73,1.61,0.99,1.35
CE,2020-04-12,1.16,0.73,1.6,1.01,1.37
CE,2020-04-13,1.3900000000000001,0.98,1.84,1.21,1.56
CE,2020-04-14,1.71,1.32,2.15,1.56,1.9000000000000001
CE,2020-04-15,1.76,1.3800000000000001,2.17,1.6400000000000001,1.97
CE,2020-04-16,1.67,1.31,2.07,1.52,1.83
CE,2020-04-17,1.58,1.22,1.96,1.47,1.78
CE,2020-04-18,1.57,1.22,1.94,1.45,1.75
CE,2020-04-19,1.72,1.3900000000000001,2.09,1.61,1.9000000000000001
CE,2020-04-20,1.68,1.35,2.02,1.57,1.85
CE,2020-04-21,1.8,1.49,2.14,1.7,1.97
CE,2020-04-22,1.78,1.48,2.1,1.68,1.94
CE,2020-04-23,1.73,1.45,2.05,1.6400000000000001,1.8900000000000001
CE,2020-04-24,1.5,1.21,1.79,1.4000000000000001,1.6400000000000001
CE,2020-04-25,1.3900000000000001,1.12,1.7,1.3,1.54
CE,2020-04-26,1.22,0.9500000000000001,1.52,1.1400000000000001,1.3800000000000001
CE,2020-04-27,0.8300000000000001,0.56,1.1400000000000001,0.74,0.98
CE,2020-04-28,0.67,0.38,0.97,0.58,0.8300000000000001
CE,2020-04-29,0.65,0.36,0.97,0.54,0.79
CE,2020-04-30,0.55,0.25,0.87,0.45,0.71
CE,2020-05-01,0.45,0.15,0.78,0.33,0.59
DF,2020-03-15,3.0,1.01,6.99,2.04,4.45
DF,2020-03-16,3.14,1.51,5.09,2.52,4.03
DF,2020-03-18,2.84,1.5,4.23,2.35,3.49
DF,2020-03-19,2.62,1.51,3.79,2.23,3.18
DF,2020-03-20,2.44,1.44,3.43,2.05,2.87
DF,2020-03-21,2.25,1.3800000000000001,3.18,1.92,2.66
DF,2020-03-22,1.99,1.19,2.86,1.71,2.4
DF,2020-03-23,1.8800000000000001,1.09,2.67,1.59,2.24
DF,2020-03-24,1.73,0.97,2.49,1.47,2.1
DF,2020-03-25,1.58,0.84,2.32,1.31,1.92
DF,2020-03-26,1.5,0.79,2.25,1.24,1.84
DF,2020-03-27,1.46,0.76,2.2,1.19,1.78
DF,2020-03-28,1.42,0.72,2.14,1.19,1.78
DF,2020-03-29,1.37,0.6900000000000001,2.1,1.12,1.7
DF,2020-03-30,1.27,0.6,2.0,1.04,1.62
DF,2020-03-31,1.32,0.64,2.0300000000000002,1.06,1.6300000000000001
DF,2020-04-01,1.18,0.51,1.8900000000000001,0.9400000000000001,1.51
DF,2020-04-02,1.12,0.45,1.83,0.88,1.45
DF,2020-04-03,1.02,0.35000000000000003,1.73,0.76,1.33
DF,2020-04-04,0.9400000000000001,0.26,1.6300000000000001,0.7000000000000001,1.28
DF,2020-04-05,0.86,0.16,1.51,0.6,1.18
DF,2020-04-06,0.79,0.12,1.45,0.56,1.1500000000000001
DF,2020-04-07,0.8200000000000001,0.15,1.51,0.5700000000000001,1.17
DF,2020-04-08,0.87,0.18,1.58,0.62,1.23
DF,2020-04-09,0.92,0.19,1.61,0.63,1.24
DF,2020-04-10,0.98,0.26,1.71,0.74,1.36
DF,2020-04-11,1.1,0.36,1.83,0.8200000000000001,1.43
DF,2020-04-12,1.19,0.47000000000000003,1.93,0.91,1.51
DF,2020-04-13,1.23,0.54,1.98,0.97,1.56
DF,2020-04-14,1.26,0.5700000000000001,1.98,1.01,1.59
DF,2020-04-15,1.36,0.68,2.06,1.1300000000000001,1.7
DF,2020-04-16,1.32,0.67,2.02,1.11,1.67
DF,2020-04-17,1.34,0.68,2.0,1.1300000000000001,1.68
DF,2020-04-18,1.35,0.72,2.02,1.1500000000000001,1.69
DF,2020-04-19,1.29,0.67,1.95,1.08,1.61
DF,2020-04-20,1.21,0.59,1.86,0.97,1.49
DF,2020-04-21,1.03,0.43,1.7,0.8,1.32
DF,2020-04-22,1.17,0.54,1.81,0.92,1.44
DF,2020-04-23,1.24,0.62,1.8800000000000001,1.02,1.54
DF,2020-04-24,1.22,0.63,1.8800000000000001,0.99,1.5
DF,2020-04-25,1.45,0.85,2.07,1.21,1.71
DF,2020-04-26,1.62,1.05,2.23,1.43,1.92
DF,2020-04-27,1.6300000000000001,1.09,2.23,1.44,1.9100000000000001
DF,2020-04-28,1.67,1.1500000000000001,2.25,1.47,1.92
DF,2020-04-29,1.62,1.09,2.15,1.44,1.8800000000000001
DF,2020-04-30,1.6400000000000001,1.1300000000000001,2.16,1.47,1.9000000000000001
ES,2020-03-22,3.0,1.01,6.99,2.04,4.45
ES,2020-03-23,2.32,0.92,4.4,1.72,3.18
ES,2020-03-24,2.05,0.81,3.73,1.52,2.74
ES,2020-03-25,2.0,0.78,3.47,1.47,2.59
ES,2020-03-26,2.0300000000000002,0.8300000000000001,3.38,1.56,2.62
ES,2020-03-27,2.0300000000000002,0.89,3.3000000000000003,1.6,2.6
ES,2020-03-28,2.08,1.0,3.29,1.69,2.64
ES,2020-03-29,2.14,1.11,3.27,1.76,2.65
ES,2020-03-30,2.09,1.1,3.12,1.71,2.54
ES,2020-03-31,2.0300000000000002,1.12,3.0300000000000002,1.72,2.5100000000000002
ES,2020-04-01,2.0100000000000002,1.1400000000000001,2.95,1.6500000000000001,2.39
ES,2020-04-02,1.9000000000000001,1.04,2.7600000000000002,1.59,2.3000000000000003
ES,2020-04-03,1.76,0.9500000000000001,2.61,1.44,2.12
ES,2020-04-04,1.76,0.98,2.59,1.46,2.12
ES,2020-04-05,1.75,0.99,2.5500000000000003,1.46,2.1
ES,2020-04-06,1.78,1.05,2.56,1.51,2.13
ES,2020-04-07,1.76,1.05,2.5100000000000002,1.5,2.1
ES,2020-04-08,1.8,1.1300000000000001,2.54,1.56,2.14
ES,2020-04-09,1.77,1.11,2.47,1.53,2.09
ES,2020-04-10,1.84,1.2,2.5100000000000002,1.61,2.15
ES,2020-04-11,2.14,1.55,2.8000000000000003,1.9100000000000001,2.42
ES,2020-04-12,2.42,1.86,3.02,2.23,2.71
ES,2020-04-13,2.21,1.7,2.7800000000000002,2.0,2.44
ES,2020-04-14,2.22,1.71,2.72,2.05,2.47
ES,2020-04-15,2.02,1.54,2.5,1.87,2.27
ES,2020-04-16,1.72,1.25,2.18,1.57,1.96
ES,2020-04-17,1.49,1.04,1.96,1.33,1.71
ES,2020-04-18,1.2,0.75,1.67,1.04,1.42
ES,2020-04-19,0.96,0.52,1.46,0.8200000000000001,1.21
ES,2020-04-20,0.9400000000000001,0.47000000000000003,1.42,0.75,1.1400000000000001
ES,2020-04-21,0.81,0.35000000000000003,1.32,0.65,1.05
ES,2020-04-22,1.05,0.59,1.57,0.87,1.27
ES,2020-04-23,1.11,0.65,1.62,0.9500000000000001,1.35
ES,2020-04-24,1.36,0.9,1.85,1.19,1.58
ES,2020-04-25,1.84,1.4000000000000001,2.31,1.7,2.08
ES,2020-04-26,1.8,1.3900000000000001,2.25,1.68,2.04
ES,2020-04-27,1.81,1.41,2.23,1.67,2.0100000000000002
ES,2020-04-28,1.71,1.33,2.12,1.59,1.92
ES,2020-04-29,1.55,1.17,1.94,1.42,1.74
ES,2020-04-30,1.6,1.25,2.0100000000000002,1.46,1.77
GO,2020-03-25,3.0,1.01,6.99,2.04,4.45
GO,2020-03-26,2.5100000000000002,1.01,4.63,1.84,3.36
